,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004-02-12 10:32:39,0.05833287758191331,0.07183163240392648,0.08324190634308314,0.04306655598417764
2004-02-12 10:42:39,0.05899521461008769,0.07400571316958819,0.08443542165144764,0.044541042043067094
2004-02-12 10:52:39,0.060236437326040664,0.07422662239367123,0.08392607060891626,0.04444308804140667
2004-02-12 11:02:39,0.06145544216026119,0.07384408418379779,0.08445744421114317,0.04508140045900594
2004-02-12 11:12:39,0.06136075980272448,0.07560876995947072,0.0828368084379122,0.045118365154547535
2004-02-12 11:22:39,0.06166482738414932,0.07327862688607763,0.08487924215049512,0.04417222520630746
2004-02-12 11:32:39,0.06194389374481137,0.07459290004394699,0.0826263001123098,0.044658577078957803
2004-02-12 11:42:39,0.06123052883441498,0.07417159040968728,0.08202192489867637,0.0438400800820339
2004-02-12 11:52:39,0.06227974998779191,0.07580775428487717,0.08437228380291958,0.0442722300893584
2004-02-12 12:02:39,0.05989027784559737,0.0751147516968594,0.08450603056789824,0.04397397333854041
2004-02-12 12:12:39,0.06237125836222416,0.07550495629669339,0.08223799990233874,0.04417080912153785
2004-02-12 12:22:39,0.06083705259045822,0.07464759021436533,0.08055198007715209,0.04360154304409258
2004-02-12 12:32:39,0.06109014112017134,0.07483221837003735,0.08078705014893349,0.043524488500413926
2004-02-12 12:42:39,0.06259866204404413,0.07548815860149384,0.08062556765467017,0.044679281214901986
2004-02-12 12:52:39,0.06234069046340073,0.07560125006103757,0.08039816397284996,0.044245519800769774
2004-02-12 13:02:39,0.06162976707847048,0.07528429122515723,0.08099931637286957,0.04468836368963167
2004-02-12 13:12:39,0.061884955320083805,0.07599184530494661,0.08330416524244287,0.04454856194149975
2004-02-12 13:22:39,0.06124630108892012,0.07403252111919466,0.08016592607060845,0.043482103618339686
2004-02-12 13:32:39,0.06147629278773367,0.07533194980223569,0.08176219541969808,0.044156159968747145
2004-02-12 13:42:39,0.06184325406513929,0.07581947360710942,0.08151184139850559,0.04355427511108798
2004-02-12 13:52:39,0.06221309634259428,0.0759205527613651,0.08089569803213054,0.043924801015672824
2004-02-12 14:02:39,0.06262576297670744,0.07640636749841274,0.08229376434396181,0.043765808877385355
2004-02-12 14:12:39,0.06251403877142421,0.07490766150690953,0.08181249084427897,0.04342741344792116
2004-02-12 14:22:39,0.06260691440011662,0.07650100102544034,0.08113311196835775,0.04504121294984937
2004-02-12 14:32:39,0.06244855705845013,0.07664822501098695,0.08357327017920721,0.044517115093509356
2004-02-12 14:42:39,0.061328873480149676,0.075141950290541,0.08256545729771915,0.04414287807021669
2004-02-12 14:52:39,0.06145202402461037,0.07666233702817458,0.08087235704868433,0.04386727867571524
2004-02-12 15:02:39,0.06127867571658738,0.07556155085697537,0.08216592607060814,0.044179793935249616
2004-02-12 15:12:39,0.06190634308315825,0.0751534742907366,0.08251682211045452,0.043844572488889844
2004-02-12 15:22:39,0.06188978954050451,0.07588436935397207,0.08026402656379703,0.04373260413105965
2004-02-12 15:32:39,0.0617283558767513,0.0756454905024654,0.08135905073489866,0.043278187411493176
2004-02-12 15:42:39,0.0632109478001852,0.07551774989013156,0.08134772205674126,0.045092338493089114
2004-02-12 15:52:39,0.06069144001171898,0.07611431222227626,0.08006855803506024,0.04403042140729397
2004-02-12 16:02:39,0.06227061868255216,0.07644362517701023,0.08200849650861862,0.04452233995800438
2004-02-12 16:12:39,0.061526783534351634,0.07732325797158054,0.08342111431222181,0.04420699252893071
2004-02-12 16:22:39,0.061508618584891164,0.07580379901362372,0.07935548610772002,0.044174520240244805
2004-02-12 16:32:39,0.06063054836661861,0.07618570242687585,0.08223721861418978,0.04436876800624884
2004-02-12 16:42:39,0.06268416426583262,0.07653127594120746,0.08133273109038486,0.04479032179305494
2004-02-12 16:52:39,0.061219151325748344,0.07574818106352878,0.08236495922652431,0.04437555544704195
2004-02-12 17:02:39,0.061413106108696276,0.07675887494506509,0.0816819180624055,0.04503310708530582
2004-02-12 17:12:39,0.06158030177254735,0.07701704184774666,0.08199179647443687,0.04467517945212035
2004-02-12 17:22:39,0.06191654865960157,0.0758276283021633,0.08108384198447166,0.04419200156257491
2004-02-12 17:32:39,0.061149470188973806,0.0754872796523265,0.07966375311294459,0.04365691684164126
2004-02-12 17:42:39,0.06146056936373751,0.07510537623907375,0.07857366082328275,0.04420738317300515
2004-02-12 17:52:39,0.06138336832853121,0.076713853215489,0.08184300991259325,0.04396928560964763
2004-02-12 18:02:39,0.06011616778162955,0.0753441085990527,0.08125401630938972,0.044294252649053505
2004-02-12 18:12:39,0.0622623174959713,0.07608550222178816,0.0821859465794228,0.044432198837832455
2004-02-12 18:22:39,0.06079369109819761,0.07491440011719247,0.08278465745397695,0.04428482836075838
2004-02-12 18:32:39,0.06178412031837419,0.07634239953122623,0.08128546315738037,0.04467703501147401
2004-02-12 18:42:39,0.06062463987499302,0.07473821963963038,0.07950686068655695,0.04378451096244785
2004-02-12 18:52:39,0.06151267151716375,0.07669407685922117,0.08101352605107648,0.04453952829727873
2004-02-12 19:02:39,0.06163587089213306,0.07628448654719432,0.08007456418770412,0.04470091313052275
2004-02-12 19:12:39,0.06239308559988218,0.07596874847404622,0.08021128961375071,0.04393212559206856
2004-02-12 19:22:39,0.060577225450461014,0.07613955759558536,0.07999472630499531,0.04537951071829541
2004-02-12 19:32:39,0.060348893988964106,0.07478958933541624,0.08132643195468488,0.043911860930708035
2004-02-12 19:42:39,0.06146183895697985,0.07621260803750189,0.08161721763757965,0.044706430978073676
2004-02-12 19:52:39,0.060919673812197754,0.07606221006885064,0.0802263294106155,0.04386967137067067
2004-02-12 20:02:39,0.06096616045705319,0.07527335319107321,0.07948225010986798,0.04312896137506577
2004-02-12 20:12:39,0.06019703110503412,0.07481258850529769,0.07934703842961073,0.042922261829189276
2004-02-12 20:22:39,0.06161287172225174,0.07699130816934405,0.0814636456858245,0.04310464378143318
2004-02-12 20:32:39,0.06208740661165089,0.0758313882513797,0.08092773084623268,0.04437570193856995
2004-02-12 20:42:39,0.060778895453879364,0.07588881293031847,0.08136720542995217,0.0433542165144766
2004-02-12 20:52:39,0.0622642218858339,0.07571717369012143,0.0812778455979295,0.04516021290101905
2004-02-12 21:02:39,0.06065432882464921,0.07634874749743632,0.07916695151130407,0.044337418819276934
2004-02-12 21:12:39,0.0608365642853648,0.07514693100249047,0.08072527955466532,0.04398915962693349
2004-02-12 21:22:39,0.06067879290980954,0.07604331266175073,0.07927486693686259,0.044345915327895606
2004-02-12 21:32:39,0.060815078861272055,0.07615845500268513,0.08137042824356594,0.043719761707113086
2004-02-12 21:42:39,0.06051096244933807,0.07613301430733889,0.08050012207627359,0.04365970018067161
2004-02-12 21:52:39,0.0605156990087402,0.07633063137848517,0.08049387177108236,0.04317676644367257
2004-02-12 22:02:39,0.06074896235167698,0.07604946530592296,0.08059182577274289,0.04435997851457481
2004-02-12 22:12:39,0.059402656379705446,0.07486503247228825,0.07983216953952844,0.04402304800038929
2004-02-12 22:22:39,0.060527027686898806,0.07673377606328435,0.08193280921919971,0.04424219932613787
2004-02-12 22:32:39,0.06077078958933501,0.0757229356902186,0.0806311831632402,0.045051223204256766
2004-02-12 22:42:39,0.061741833097318406,0.07780155281019537,0.08116314273157844,0.04440246105766767
2004-02-12 22:52:39,0.06189354948972087,0.0769735338639574,0.08186283509936963,0.04470989794423431
2004-02-12 23:02:39,0.0612433712583619,0.07546354802480522,0.07919278285072427,0.04467718150300153
2004-02-12 23:12:39,0.060408955515405295,0.0767302114361051,0.08058205967088253,0.04415362078226302
2004-02-12 23:22:39,0.061595341569411904,0.07602373162752035,0.08013433273108994,0.04375008545338968
2004-02-12 23:32:39,0.06002387811904852,0.07503813662776469,0.07704360564480674,0.04395243908393832
